city,country,date,temperature,humidity,pressure,wind_speed,weather_main,weather_description,timestamp
Delhi,IN,2024-05-29,32.09,25.0,994.0,1.54,Haze,haze,2025-04-28T22:54:34.456203+00:00
Delhi,IN,2024-05-30,34.0,30.0,997.0,2.06,Haze,haze,2025-04-28T22:54:35.822987+00:00
Delhi,IN,2024-05-31,33.09,35.0,1000.0,1.54,Haze,haze,2025-04-28T22:54:37.279428+00:00
Delhi,IN,2024-06-01,34.0,24.0,1000.0,0.0,Haze,haze,2025-04-28T22:54:38.682606+00:00
Delhi,IN,2024-06-02,32.09,35.0,1003.0,1.54,Haze,haze,2025-04-28T22:54:39.998354+00:00
Delhi,IN,2024-06-03,31.09,42.0,1003.0,2.06,Haze,haze,2025-04-28T22:54:41.423345+00:00
Delhi,IN,2024-06-04,31.09,42.0,1002.0,3.6,Haze,haze,2025-04-28T22:54:42.734301+00:00
Delhi,IN,2024-06-05,34.0,28.0,1002.0,3.09,Haze,haze,2025-04-28T22:54:44.182979+00:00
Delhi,IN,2024-06-06,28.09,51.0,1006.0,1.54,Haze,haze,2025-04-28T22:54:45.654893+00:00
Delhi,IN,2024-06-07,29.09,39.0,1005.0,2.57,Haze,haze,2025-04-28T22:54:47.054614+00:00
Delhi,IN,2024-06-08,30.67,37.0,1002.0,3.6,Haze,haze,2025-04-28T22:54:48.530163+00:00
Delhi,IN,2024-06-09,30.67,35.0,1002.0,2.06,Haze,haze,2025-04-28T22:54:49.881730+00:00
Delhi,IN,2024-06-10,32.09,31.0,1002.0,3.09,Haze,haze,2025-04-28T22:54:51.075900+00:00
Delhi,IN,2024-06-11,31.09,29.0,1002.0,1.54,Haze,haze,2025-04-28T22:54:52.495649+00:00
Delhi,IN,2024-06-12,31.09,33.0,1001.0,1.54,Haze,haze,2025-04-28T22:54:54.026296+00:00
Delhi,IN,2024-06-13,32.89,31.0,1001.0,3.6,Haze,haze,2025-04-28T22:54:55.420746+00:00
Delhi,IN,2024-06-14,34.09,29.0,999.0,5.14,Haze,haze,2025-04-28T22:54:56.847285+00:00
Delhi,IN,2024-06-15,32.09,40.0,1000.0,4.12,Haze,haze,2025-04-28T22:54:58.299356+00:00
Delhi,IN,2024-06-16,33.09,35.0,1000.0,2.06,Haze,haze,2025-04-28T22:54:59.695027+00:00
Delhi,IN,2024-06-17,34.09,36.0,1000.0,2.57,Haze,haze,2025-04-28T22:55:00.986367+00:00
Delhi,IN,2024-06-18,35.09,38.0,999.0,2.57,Haze,haze,2025-04-28T22:55:02.425397+00:00
Delhi,IN,2024-06-19,36.09,36.0,996.0,4.12,Haze,haze,2025-04-28T22:55:03.742201+00:00
Delhi,IN,2024-06-20,30.09,48.0,996.0,2.57,Haze,haze,2025-04-28T22:55:05.146977+00:00
Delhi,IN,2024-06-21,30.09,66.0,1000.0,4.63,Haze,haze,2025-04-28T22:55:06.622925+00:00
Delhi,IN,2024-06-22,29.09,70.0,1000.0,2.06,Haze,haze,2025-04-28T22:55:08.062024+00:00
Delhi,IN,2024-06-23,30.09,62.0,1002.0,2.06,Haze,haze,2025-04-28T22:55:09.468632+00:00
Delhi,IN,2024-06-24,31.09,70.0,1000.0,1.54,Haze,haze,2025-04-28T22:55:10.915649+00:00
Delhi,IN,2024-06-25,33.79,54.0,997.0,1.86,Clouds,broken clouds,2025-04-28T22:55:12.117814+00:00
Delhi,IN,2024-06-26,32.09,66.0,999.0,1.54,Haze,haze,2025-04-28T22:55:13.447505+00:00
Delhi,IN,2024-06-27,30.09,84.0,1001.0,3.09,Mist,mist,2025-04-28T22:55:14.696787+00:00
Delhi,IN,2024-06-28,26.09,94.0,1001.0,3.09,Thunderstorm,thunderstorm with rain,2025-04-28T22:55:15.997483+00:00
Delhi,IN,2024-06-29,29.09,89.0,998.0,2.57,Mist,mist,2025-04-28T22:55:17.501163+00:00
Delhi,IN,2024-06-30,29.09,94.0,998.0,1.03,Mist,mist,2025-04-28T22:55:18.930234+00:00
Delhi,IN,2024-07-01,29.09,89.0,996.0,1.54,Mist,mist,2025-04-28T22:55:20.429706+00:00
Delhi,IN,2024-07-02,30.67,79.0,993.0,2.06,Haze,haze,2025-04-28T22:55:21.767178+00:00
Delhi,IN,2024-07-03,30.11,94.0,995.0,2.57,Mist,mist,2025-04-28T22:55:23.196587+00:00
Delhi,IN,2024-07-04,27.09,94.0,1000.0,2.06,Drizzle,light intensity drizzle,2025-04-28T22:55:24.658057+00:00
Delhi,IN,2024-07-05,28.09,94.0,996.0,2.06,Mist,mist,2025-04-28T22:55:26.096339+00:00
Delhi,IN,2024-07-06,28.09,94.0,995.0,2.06,Mist,mist,2025-04-28T22:55:27.527223+00:00
Delhi,IN,2024-07-07,27.09,94.0,997.0,2.06,Mist,mist,2025-04-28T22:55:28.796402+00:00
Delhi,IN,2024-07-08,25.67,94.0,1001.0,1.54,Mist,mist,2025-04-28T22:55:30.266861+00:00
Delhi,IN,2024-07-09,27.89,94.0,1002.0,2.57,Mist,mist,2025-04-28T22:55:31.613705+00:00
Delhi,IN,2024-07-10,29.09,94.0,1002.0,1.03,Mist,mist,2025-04-28T22:55:32.796184+00:00
Delhi,IN,2024-07-11,29.09,94.0,1000.0,2.06,Mist,mist,2025-04-28T22:55:34.110522+00:00
Delhi,IN,2024-07-12,30.09,70.0,994.0,3.09,Haze,haze,2025-04-28T22:55:35.546236+00:00
Delhi,IN,2024-07-13,29.09,84.0,996.0,2.06,Mist,mist,2025-04-28T22:55:36.985975+00:00
Delhi,IN,2024-07-14,29.09,94.0,997.0,1.03,Mist,mist,2025-04-28T22:55:38.407557+00:00
Delhi,IN,2024-07-15,30.09,89.0,999.0,0.0,Mist,mist,2025-04-28T22:55:39.891782+00:00
Delhi,IN,2024-07-16,30.09,94.0,1000.0,2.57,Mist,mist,2025-04-28T22:55:41.296025+00:00
Delhi,IN,2024-07-17,31.09,89.0,1000.0,2.57,Mist,mist,2025-04-28T22:55:42.760094+00:00
Delhi,IN,2024-07-18,30.09,89.0,1000.0,2.06,Mist,mist,2025-04-28T22:55:44.162268+00:00
Delhi,IN,2024-07-19,28.09,94.0,998.0,0.0,Mist,mist,2025-04-28T22:55:45.497473+00:00
Delhi,IN,2024-07-20,28.09,94.0,998.0,1.54,Mist,mist,2025-04-28T22:55:46.817689+00:00
Delhi,IN,2024-07-21,31.09,89.0,998.0,2.06,Mist,mist,2025-04-28T22:55:48.222376+00:00
Delhi,IN,2024-07-22,30.09,94.0,999.0,2.06,Mist,mist,2025-04-28T22:55:49.445835+00:00
Delhi,IN,2024-07-23,29.09,94.0,998.0,2.57,Mist,mist,2025-04-28T22:55:50.884017+00:00
Delhi,IN,2024-07-24,28.09,100.0,994.0,2.06,Clouds,broken clouds,2025-04-28T22:55:52.213872+00:00
Delhi,IN,2024-07-25,30.09,94.0,993.0,1.03,Mist,mist,2025-04-28T22:55:53.660743+00:00
Delhi,IN,2024-07-26,29.09,94.0,994.0,2.06,Thunderstorm,thunderstorm,2025-04-28T22:55:55.062459+00:00
Delhi,IN,2024-07-27,29.09,94.0,996.0,0.0,Mist,mist,2025-04-28T22:55:56.495801+00:00
Delhi,IN,2024-07-28,29.09,94.0,997.0,1.54,Mist,mist,2025-04-28T22:55:57.959149+00:00
Delhi,IN,2024-07-29,30.09,89.0,997.0,2.57,Mist,mist,2025-04-28T22:55:59.395639+00:00
Delhi,IN,2024-07-30,31.09,89.0,998.0,3.09,Mist,mist,2025-04-28T22:56:00.762511+00:00
Delhi,IN,2024-07-31,31.09,89.0,999.0,2.06,Mist,mist,2025-04-28T22:56:02.145456+00:00
Delhi,IN,2024-08-01,26.09,100.0,1000.0,2.57,Mist,mist,2025-04-28T22:56:03.578676+00:00
Delhi,IN,2024-08-02,28.09,89.0,997.0,1.03,Mist,mist,2025-04-28T22:56:04.922777+00:00
Delhi,IN,2024-08-03,28.09,94.0,998.0,2.57,Mist,mist,2025-04-28T22:56:06.211985+00:00
Delhi,IN,2024-08-04,28.09,94.0,1001.0,2.06,Mist,mist,2025-04-28T22:56:07.581590+00:00
Delhi,IN,2024-08-05,28.09,89.0,1000.0,4.12,Mist,mist,2025-04-28T22:56:09.012000+00:00
Delhi,IN,2024-08-06,28.09,94.0,1000.0,2.06,Mist,mist,2025-04-28T22:56:10.422298+00:00
Delhi,IN,2024-08-07,28.09,94.0,1000.0,2.06,Mist,mist,2025-04-28T22:56:11.828491+00:00
Delhi,IN,2024-08-08,26.09,100.0,1001.0,1.54,Clouds,overcast clouds,2025-04-28T22:56:13.072889+00:00
Delhi,IN,2024-08-09,27.09,94.0,1003.0,2.06,Mist,mist,2025-04-28T22:56:14.388979+00:00
Delhi,IN,2024-08-10,27.09,94.0,1002.0,1.54,Mist,mist,2025-04-28T22:56:15.695273+00:00
Delhi,IN,2024-08-11,28.09,94.0,1000.0,2.06,Clouds,broken clouds,2025-04-28T22:56:17.178109+00:00
Delhi,IN,2024-08-12,27.09,94.0,1001.0,2.06,Mist,mist,2025-04-28T22:56:18.535238+00:00
Delhi,IN,2024-08-13,27.09,94.0,1002.0,2.06,Clouds,broken clouds,2025-04-28T22:56:19.898377+00:00
Delhi,IN,2024-08-14,28.09,94.0,1003.0,2.06,Mist,mist,2025-04-28T22:56:21.339660+00:00
Delhi,IN,2024-08-15,29.09,94.0,1002.0,1.54,Mist,mist,2025-04-28T22:56:22.729803+00:00
Delhi,IN,2024-08-16,27.09,100.0,1001.0,2.06,Mist,mist,2025-04-28T22:56:24.209169+00:00
Delhi,IN,2024-08-17,28.09,94.0,1003.0,1.03,Mist,mist,2025-04-28T22:56:25.665551+00:00
Delhi,IN,2024-08-18,28.09,94.0,1004.0,2.06,Mist,mist,2025-04-28T22:56:27.098776+00:00
Delhi,IN,2024-08-19,28.09,94.0,1003.0,2.06,Mist,mist,2025-04-28T22:56:28.500442+00:00
Delhi,IN,2024-08-20,28.09,94.0,1002.0,2.57,Mist,mist,2025-04-28T22:56:29.962058+00:00
Delhi,IN,2024-08-21,27.09,89.0,1005.0,1.03,Mist,mist,2025-04-28T22:56:31.136653+00:00
Delhi,IN,2024-08-22,28.09,94.0,1004.0,2.06,Mist,mist,2025-04-28T22:56:32.353435+00:00
Delhi,IN,2024-08-23,27.09,94.0,1004.0,1.54,Mist,mist,2025-04-28T22:56:33.677810+00:00
Delhi,IN,2024-08-24,27.09,94.0,1004.0,0.0,Mist,mist,2025-04-28T22:56:35.094345+00:00
Delhi,IN,2024-08-25,26.09,100.0,1002.0,2.06,Mist,mist,2025-04-28T22:56:36.494377+00:00
Delhi,IN,2024-08-26,28.09,89.0,1001.0,3.6,Mist,mist,2025-04-28T22:56:37.944464+00:00
Delhi,IN,2024-08-27,26.09,94.0,1003.0,3.09,Clouds,broken clouds,2025-04-28T22:56:39.212869+00:00
Delhi,IN,2024-08-28,25.09,94.0,1004.0,2.06,Mist,mist,2025-04-28T22:56:40.661141+00:00
Delhi,IN,2024-08-29,25.09,100.0,1002.0,3.09,Rain,moderate rain,2025-04-28T22:56:42.142278+00:00
Delhi,IN,2024-08-30,26.09,94.0,1005.0,1.54,Mist,mist,2025-04-28T22:56:43.413836+00:00
Delhi,IN,2024-08-31,27.09,94.0,1005.0,1.54,Mist,mist,2025-04-28T22:56:44.860907+00:00
Delhi,IN,2024-09-01,29.09,94.0,1005.0,0.0,Mist,mist,2025-04-28T22:56:46.394483+00:00
Delhi,IN,2024-09-02,27.09,94.0,1004.0,3.09,Mist,mist,2025-04-28T22:56:47.693932+00:00
Delhi,IN,2024-09-03,28.09,94.0,1006.0,3.09,Mist,mist,2025-04-28T22:56:49.177303+00:00
Delhi,IN,2024-09-04,27.09,94.0,1004.0,0.0,Mist,mist,2025-04-28T22:56:50.610774+00:00
Delhi,IN,2024-09-05,25.09,94.0,1001.0,0.0,Mist,mist,2025-04-28T22:56:52.012020+00:00
Delhi,IN,2024-09-06,28.09,94.0,1002.0,0.0,Mist,mist,2025-04-28T22:56:53.477123+00:00
Delhi,IN,2024-09-07,26.09,94.0,1003.0,2.57,Mist,mist,2025-04-28T22:56:54.725339+00:00
Delhi,IN,2024-09-08,26.09,94.0,1004.0,1.54,Mist,mist,2025-04-28T22:56:56.027118+00:00
Delhi,IN,2024-09-09,26.09,100.0,1002.0,0.0,Mist,mist,2025-04-28T22:56:57.477300+00:00
Delhi,IN,2024-09-10,27.09,94.0,1001.0,0.0,Mist,mist,2025-04-28T22:56:58.942987+00:00
Delhi,IN,2024-09-11,26.09,94.0,1001.0,1.03,Mist,mist,2025-04-28T22:57:00.377170+00:00
Delhi,IN,2024-09-12,25.09,100.0,1000.0,4.63,Thunderstorm,thunderstorm with light rain,2025-04-28T22:57:01.694614+00:00
Delhi,IN,2024-09-13,23.09,100.0,999.0,3.09,Clouds,overcast clouds,2025-04-28T22:57:03.096247+00:00
Delhi,IN,2024-09-14,23.09,94.0,1002.0,1.54,Mist,mist,2025-04-28T22:57:04.445573+00:00
Delhi,IN,2024-09-15,25.09,100.0,1002.0,2.06,Mist,mist,2025-04-28T22:57:05.700307+00:00
Delhi,IN,2024-09-16,26.09,94.0,1003.0,2.06,Mist,mist,2025-04-28T22:57:07.063438+00:00
Delhi,IN,2024-09-17,26.09,94.0,1005.0,0.0,Mist,mist,2025-04-28T22:57:08.510271+00:00
Delhi,IN,2024-09-18,27.09,83.0,1004.0,1.54,Mist,mist,2025-04-28T22:57:09.984260+00:00
Delhi,IN,2024-09-19,23.09,100.0,1005.0,3.6,Mist,mist,2025-04-28T22:57:11.410316+00:00
Delhi,IN,2024-09-20,26.09,89.0,1004.0,0.0,Mist,mist,2025-04-28T22:57:12.764440+00:00
Delhi,IN,2024-09-21,26.09,100.0,1005.0,0.0,Mist,mist,2025-04-28T22:57:14.112404+00:00
Delhi,IN,2024-09-22,27.09,89.0,1006.0,0.0,Mist,mist,2025-04-28T22:57:15.536536+00:00
Delhi,IN,2024-09-23,28.09,94.0,1005.0,0.0,Mist,mist,2025-04-28T22:57:17.022942+00:00
Delhi,IN,2024-09-24,28.09,94.0,1004.0,1.03,Mist,mist,2025-04-28T22:57:18.492464+00:00
Delhi,IN,2024-09-25,29.09,94.0,1004.0,0.0,Mist,mist,2025-04-28T22:57:20.005782+00:00
Delhi,IN,2024-09-26,26.09,94.0,1005.0,3.09,Mist,mist,2025-04-28T22:57:21.427855+00:00
Delhi,IN,2024-09-27,28.09,94.0,1004.0,2.57,Mist,mist,2025-04-28T22:57:22.934910+00:00
Delhi,IN,2024-09-28,24.09,94.0,1005.0,0.0,Mist,mist,2025-04-28T22:57:24.343130+00:00
Delhi,IN,2024-09-29,25.09,94.0,1009.0,0.0,Mist,mist,2025-04-28T22:57:25.799244+00:00
Delhi,IN,2024-09-30,25.09,94.0,1007.0,1.54,Mist,mist,2025-04-28T22:57:27.259800+00:00
Delhi,IN,2024-10-01,26.09,94.0,1004.0,2.06,Mist,mist,2025-04-28T22:57:28.676340+00:00
Delhi,IN,2024-10-02,27.09,89.0,1005.0,1.03,Mist,mist,2025-04-28T22:57:30.012192+00:00
Delhi,IN,2024-10-03,26.09,78.0,1003.0,2.57,Mist,mist,2025-04-28T22:57:31.378371+00:00
Delhi,IN,2024-10-04,26.09,78.0,1004.0,1.54,Mist,mist,2025-04-28T22:57:32.859508+00:00
Delhi,IN,2024-10-05,27.09,83.0,1006.0,2.57,Mist,mist,2025-04-28T22:57:34.292438+00:00
Delhi,IN,2024-10-06,26.09,78.0,1009.0,1.54,Mist,mist,2025-04-28T22:57:35.697242+00:00
Delhi,IN,2024-10-07,28.36,45.0,1012.0,1.67,Clear,clear sky,2025-04-28T22:57:37.175893+00:00
Delhi,IN,2024-10-08,25.09,83.0,1012.0,0.0,Mist,mist,2025-04-28T22:57:38.426058+00:00
Delhi,IN,2024-10-09,23.09,88.0,1010.0,2.06,Mist,mist,2025-04-28T22:57:39.609352+00:00
Delhi,IN,2024-10-10,23.09,88.0,1009.0,2.57,Mist,mist,2025-04-28T22:57:40.962809+00:00
Delhi,IN,2024-10-11,21.09,88.0,1009.0,2.06,Mist,mist,2025-04-28T22:57:42.294780+00:00
Delhi,IN,2024-10-12,22.09,83.0,1009.0,1.03,Mist,mist,2025-04-28T22:57:43.743018+00:00
Delhi,IN,2024-10-13,23.09,83.0,1010.0,0.0,Mist,mist,2025-04-28T22:57:45.181330+00:00
Delhi,IN,2024-10-14,23.09,68.0,1011.0,1.03,Haze,haze,2025-04-28T22:57:46.582175+00:00
Delhi,IN,2024-10-15,21.09,64.0,1010.0,1.54,Haze,haze,2025-04-28T22:57:47.848516+00:00
Delhi,IN,2024-10-16,22.09,68.0,1009.0,0.0,Haze,haze,2025-04-28T22:57:49.194672+00:00
Delhi,IN,2024-10-17,23.09,73.0,1010.0,1.03,Haze,haze,2025-04-28T22:57:50.459092+00:00
Delhi,IN,2024-10-18,22.09,78.0,1010.0,0.0,Mist,mist,2025-04-28T22:57:51.742017+00:00
Delhi,IN,2024-10-19,22.09,73.0,1010.0,0.0,Haze,haze,2025-04-28T22:57:53.175613+00:00
Delhi,IN,2024-10-20,23.09,73.0,1011.0,0.0,Haze,haze,2025-04-28T22:57:54.575711+00:00
Delhi,IN,2024-10-21,23.09,88.0,1012.0,0.0,Mist,mist,2025-04-28T22:57:55.858868+00:00
Delhi,IN,2024-10-22,22.09,94.0,1013.0,1.03,Mist,mist,2025-04-28T22:57:57.339210+00:00
Delhi,IN,2024-10-23,22.09,94.0,1013.0,0.0,Mist,mist,2025-04-28T22:57:58.741587+00:00
Delhi,IN,2024-10-24,22.09,78.0,1011.0,2.06,Mist,mist,2025-04-28T22:58:00.235117+00:00
Delhi,IN,2024-10-25,21.09,83.0,1011.0,1.54,Mist,mist,2025-04-28T22:58:01.658709+00:00
Delhi,IN,2024-10-26,20.09,73.0,1010.0,2.06,Haze,haze,2025-04-28T22:58:03.059943+00:00
Delhi,IN,2024-10-27,23.09,83.0,1009.0,0.0,Mist,mist,2025-04-28T22:58:04.325003+00:00
Delhi,IN,2024-10-28,23.09,78.0,1008.0,0.0,Mist,mist,2025-04-28T22:58:05.762761+00:00
Delhi,IN,2024-10-29,23.09,88.0,1009.0,1.54,Mist,mist,2025-04-28T22:58:07.258274+00:00
Delhi,IN,2024-10-30,23.09,83.0,1008.0,1.03,Mist,mist,2025-04-28T22:58:08.508539+00:00
Delhi,IN,2024-10-31,23.09,88.0,1011.0,1.54,Mist,mist,2025-04-28T22:58:09.942028+00:00
Delhi,IN,2024-11-01,20.09,64.0,1010.0,1.03,Haze,haze,2025-04-28T22:58:11.348368+00:00
Delhi,IN,2024-11-02,20.09,73.0,1011.0,0.0,Haze,haze,2025-04-28T22:58:12.829424+00:00
Delhi,IN,2024-11-03,19.09,72.0,1013.0,0.0,Haze,haze,2025-04-28T22:58:14.302023+00:00
Delhi,IN,2024-11-04,19.09,82.0,1012.0,0.0,Mist,mist,2025-04-28T22:58:15.739460+00:00
Delhi,IN,2024-11-05,19.09,88.0,1014.0,1.03,Mist,mist,2025-04-28T22:58:17.181428+00:00
Delhi,IN,2024-11-06,19.09,88.0,1014.0,0.0,Mist,mist,2025-04-28T22:58:18.606161+00:00
Delhi,IN,2024-11-07,21.09,83.0,1013.0,1.54,Mist,mist,2025-04-28T22:58:20.060771+00:00
Delhi,IN,2024-11-08,20.09,88.0,1013.0,0.0,Mist,mist,2025-04-28T22:58:21.392918+00:00
Delhi,IN,2024-11-09,21.09,83.0,1013.0,1.54,Mist,mist,2025-04-28T22:58:22.742772+00:00
Delhi,IN,2024-11-10,21.09,88.0,1013.0,1.54,Mist,mist,2025-04-28T22:58:24.058251+00:00
Delhi,IN,2024-11-11,20.09,94.0,1013.0,1.03,Mist,mist,2025-04-28T22:58:25.458039+00:00
Delhi,IN,2024-11-12,20.09,94.0,1013.0,0.0,Mist,mist,2025-04-28T22:58:26.904725+00:00
Delhi,IN,2024-11-13,18.09,100.0,1012.0,2.06,Fog,fog,2025-04-28T22:58:28.324935+00:00
Delhi,IN,2024-11-14,18.09,94.0,1014.0,1.54,Fog,fog,2025-04-28T22:58:29.663445+00:00
Delhi,IN,2024-11-15,18.09,88.0,1014.0,1.03,Fog,fog,2025-04-28T22:58:30.983160+00:00
Delhi,IN,2024-11-16,18.09,88.0,1012.0,0.0,Fog,fog,2025-04-28T22:58:32.324532+00:00
Delhi,IN,2024-11-17,18.09,77.0,1013.0,0.0,Mist,mist,2025-04-28T22:58:33.557839+00:00
Delhi,IN,2024-11-18,16.09,100.0,1014.0,2.57,Fog,fog,2025-04-28T22:58:34.942131+00:00
Delhi,IN,2024-11-19,14.09,94.0,1016.0,1.54,Fog,fog,2025-04-28T22:58:36.260311+00:00
Delhi,IN,2024-11-20,14.09,88.0,1015.0,0.0,Mist,mist,2025-04-28T22:58:37.491232+00:00
Delhi,IN,2024-11-21,13.09,76.0,1014.0,1.03,Mist,mist,2025-04-28T22:58:38.741360+00:00
Delhi,IN,2024-11-22,14.09,82.0,1014.0,1.03,Mist,mist,2025-04-28T22:58:40.057602+00:00
Delhi,IN,2024-11-23,14.09,94.0,1014.0,0.0,Mist,mist,2025-04-28T22:58:41.451088+00:00
Delhi,IN,2024-11-24,16.09,82.0,1014.0,0.0,Mist,mist,2025-04-28T22:58:42.749761+00:00
Delhi,IN,2024-11-25,15.09,77.0,1015.0,1.54,Mist,mist,2025-04-28T22:58:44.222524+00:00
Delhi,IN,2024-11-26,15.09,88.0,1015.0,1.03,Mist,mist,2025-04-28T22:58:45.595754+00:00
Delhi,IN,2024-11-27,14.09,77.0,1014.0,0.0,Mist,mist,2025-04-28T22:58:47.103765+00:00
Delhi,IN,2024-11-28,13.09,88.0,1016.0,1.03,Mist,mist,2025-04-28T22:58:48.518556+00:00
Delhi,IN,2024-11-29,13.09,76.0,1017.0,0.0,Mist,mist,2025-04-28T22:58:49.980147+00:00
Delhi,IN,2024-11-30,12.09,87.0,1015.0,2.06,Mist,mist,2025-04-28T22:58:51.240733+00:00
Delhi,IN,2024-12-01,14.09,88.0,1013.0,0.0,Mist,mist,2025-04-28T22:58:52.620438+00:00
Delhi,IN,2024-12-02,14.09,88.0,1012.0,0.0,Mist,mist,2025-04-28T22:58:53.940324+00:00
Delhi,IN,2024-12-03,14.09,88.0,1015.0,0.0,Mist,mist,2025-04-28T22:58:55.207896+00:00
Delhi,IN,2024-12-04,14.09,82.0,1014.0,2.06,Mist,mist,2025-04-28T22:58:56.654493+00:00
Delhi,IN,2024-12-05,11.09,66.0,1014.0,1.03,Haze,haze,2025-04-28T22:58:57.942050+00:00
Delhi,IN,2024-12-06,12.09,66.0,1013.0,0.0,Haze,haze,2025-04-28T22:58:59.259263+00:00
Delhi,IN,2024-12-07,11.09,66.0,1012.0,0.0,Haze,haze,2025-04-28T22:59:00.690485+00:00
Delhi,IN,2024-12-08,11.09,71.0,1014.0,2.06,Haze,haze,2025-04-28T22:59:02.090249+00:00
Delhi,IN,2024-12-09,11.09,87.0,1013.0,1.54,Mist,mist,2025-04-28T22:59:03.540120+00:00
Delhi,IN,2024-12-10,10.09,93.0,1017.0,2.06,Mist,mist,2025-04-28T22:59:05.023531+00:00
Delhi,IN,2024-12-11,7.09,65.0,1017.0,1.54,Haze,haze,2025-04-28T22:59:06.423923+00:00
Delhi,IN,2024-12-12,8.09,66.0,1015.0,1.03,Haze,haze,2025-04-28T22:59:07.740678+00:00
Delhi,IN,2024-12-13,8.09,81.0,1018.0,2.06,Mist,mist,2025-04-28T22:59:09.082801+00:00
Delhi,IN,2024-12-14,8.09,66.0,1017.0,2.06,Haze,haze,2025-04-28T22:59:10.433610+00:00
Delhi,IN,2024-12-15,8.09,71.0,1017.0,0.0,Haze,haze,2025-04-28T22:59:11.896812+00:00
Delhi,IN,2024-12-16,7.09,87.0,1017.0,0.0,Mist,mist,2025-04-28T22:59:13.218014+00:00
Delhi,IN,2024-12-17,7.09,100.0,1015.0,0.0,Fog,fog,2025-04-28T22:59:14.578684+00:00
Delhi,IN,2024-12-18,8.09,100.0,1016.0,1.54,Fog,fog,2025-04-28T22:59:16.015071+00:00
Delhi,IN,2024-12-19,8.09,93.0,1015.0,0.0,Fog,fog,2025-04-28T22:59:17.439950+00:00
Delhi,IN,2024-12-20,10.09,93.0,1015.0,0.0,Fog,fog,2025-04-28T22:59:18.906669+00:00
Delhi,IN,2024-12-21,10.09,93.0,1014.0,1.54,Fog,fog,2025-04-28T22:59:20.346306+00:00
