city,country,date,temperature,humidity,pressure,wind_speed,weather_main,weather_description,timestamp
Chennai,IN,2024-05-18,27.79,90.0,1006.0,2.06,Clouds,scattered clouds,2025-04-28T22:28:46.091221+00:00
Chennai,IN,2024-05-19,27.52,95.0,1003.0,1.03,Mist,mist,2025-04-28T22:28:47.507438+00:00
Chennai,IN,2024-05-20,28.34,91.0,1003.0,1.03,Mist,mist,2025-04-28T22:28:48.807823+00:00
Chennai,IN,2024-05-21,28.08,93.0,1002.0,1.03,Mist,mist,2025-04-28T22:28:50.107797+00:00
Chennai,IN,2024-05-22,28.34,90.0,1002.0,1.54,Mist,mist,2025-04-28T22:28:51.541042+00:00
Chennai,IN,2024-05-23,28.9,90.0,1001.0,1.03,Smoke,smoke,2025-04-28T22:28:53.007625+00:00
Chennai,IN,2024-05-24,29.42,81.0,1000.0,1.54,Mist,mist,2025-04-28T22:28:54.461228+00:00
Chennai,IN,2024-05-25,30.27,80.0,998.0,3.6,Mist,mist,2025-04-28T22:28:55.738787+00:00
Chennai,IN,2024-05-26,30.57,63.0,1000.0,5.14,Rain,light rain,2025-04-28T22:28:56.907605+00:00
Chennai,IN,2024-05-27,31.12,62.0,1000.0,6.69,Clouds,scattered clouds,2025-04-28T22:28:58.290658+00:00
Chennai,IN,2024-05-28,30.83,75.0,1001.0,3.09,Mist,mist,2025-04-28T22:28:59.744574+00:00
Chennai,IN,2024-05-29,31.94,63.0,1001.0,5.14,Clouds,scattered clouds,2025-04-28T22:29:00.946563+00:00
Chennai,IN,2024-05-30,30.27,79.0,1002.0,3.6,Clouds,few clouds,2025-04-28T22:29:02.240755+00:00
Chennai,IN,2024-05-31,31.38,83.0,1002.0,3.09,Clouds,few clouds,2025-04-28T22:29:03.507337+00:00
Chennai,IN,2024-06-01,31.38,83.0,1002.0,2.57,Clouds,scattered clouds,2025-04-28T22:29:04.817027+00:00
Chennai,IN,2024-06-02,30.01,71.0,1004.0,1.03,Haze,haze,2025-04-28T22:29:06.132887+00:00
Chennai,IN,2024-06-03,28.6,79.0,1005.0,1.54,Mist,mist,2025-04-28T22:29:07.374331+00:00
Chennai,IN,2024-06-04,29.21,84.0,1006.0,3.09,Mist,mist,2025-04-28T22:29:08.732005+00:00
Chennai,IN,2024-06-05,28.67,90.0,1006.0,4.63,Mist,mist,2025-04-28T22:29:10.133391+00:00
Chennai,IN,2024-06-06,27.35,92.0,1007.0,2.06,Mist,mist,2025-04-28T22:29:11.576033+00:00
Chennai,IN,2024-06-07,25.97,96.0,1005.0,2.06,Drizzle,light intensity drizzle,2025-04-28T22:29:13.025126+00:00
Chennai,IN,2024-06-08,27.2,84.0,1005.0,3.09,Mist,mist,2025-04-28T22:29:14.357022+00:00
Chennai,IN,2024-06-09,27.74,88.0,1004.0,3.6,Clouds,few clouds,2025-04-28T22:29:15.584088+00:00
Chennai,IN,2024-06-10,28.79,89.0,1004.0,2.57,Clouds,scattered clouds,2025-04-28T22:29:16.756844+00:00
Chennai,IN,2024-06-11,28.47,82.0,1005.0,3.6,Mist,mist,2025-04-28T22:29:17.932885+00:00
Chennai,IN,2024-06-12,28.32,86.0,1006.0,2.06,Rain,moderate rain,2025-04-28T22:29:19.099483+00:00
Chennai,IN,2024-06-13,26.77,85.0,1007.0,1.03,Mist,mist,2025-04-28T22:29:20.290585+00:00
Chennai,IN,2024-06-14,28.26,83.0,1005.0,2.57,Clouds,scattered clouds,2025-04-28T22:29:21.540171+00:00
Chennai,IN,2024-06-15,28.79,87.0,1004.0,4.63,Mist,mist,2025-04-28T22:29:22.772770+00:00
Chennai,IN,2024-06-16,28.71,91.0,1004.0,3.09,Mist,mist,2025-04-28T22:29:24.006730+00:00
Chennai,IN,2024-06-17,27.99,81.0,1005.0,3.6,Mist,mist,2025-04-28T22:29:25.224187+00:00
Chennai,IN,2024-06-18,24.99,94.0,1005.0,3.6,Drizzle,light intensity drizzle,2025-04-28T22:29:26.458630+00:00
Chennai,IN,2024-06-19,26.67,91.0,1004.0,5.14,Mist,mist,2025-04-28T22:29:27.856518+00:00
Chennai,IN,2024-06-20,26.49,88.0,1003.0,4.12,Mist,mist,2025-04-28T22:29:29.290141+00:00
Chennai,IN,2024-06-21,27.29,83.0,1004.0,4.12,Mist,mist,2025-04-28T22:29:30.539885+00:00
Chennai,IN,2024-06-22,27.76,85.0,1002.0,2.06,Mist,mist,2025-04-28T22:29:32.010648+00:00
Chennai,IN,2024-06-23,27.76,87.0,1001.0,3.09,Mist,mist,2025-04-28T22:29:33.301717+00:00
Chennai,IN,2024-06-24,29.23,79.0,1001.0,3.6,Mist,mist,2025-04-28T22:29:34.657705+00:00
Chennai,IN,2024-06-25,29.31,78.0,1001.0,2.24,Clouds,overcast clouds,2025-04-28T22:29:36.023007+00:00
Chennai,IN,2024-06-26,28.96,79.0,1001.0,4.12,Mist,mist,2025-04-28T22:29:37.497136+00:00
Chennai,IN,2024-06-27,29.7,76.0,1002.0,4.63,Mist,mist,2025-04-28T22:29:38.887367+00:00
Chennai,IN,2024-06-28,29.52,70.0,1006.0,5.66,Haze,haze,2025-04-28T22:29:40.215095+00:00
Chennai,IN,2024-06-29,28.79,83.0,1005.0,3.09,Clouds,scattered clouds,2025-04-28T22:29:41.439667+00:00
Chennai,IN,2024-06-30,28.77,86.0,1006.0,3.6,Mist,mist,2025-04-28T22:29:42.772495+00:00
Chennai,IN,2024-07-01,27.85,90.0,1007.0,2.57,Mist,mist,2025-04-28T22:29:43.989191+00:00
Chennai,IN,2024-07-02,28.79,83.0,1005.0,3.09,Mist,mist,2025-04-28T22:29:45.338083+00:00
Chennai,IN,2024-07-03,29.38,82.0,1005.0,2.57,Clouds,scattered clouds,2025-04-28T22:29:46.773098+00:00
Chennai,IN,2024-07-04,27.24,91.0,1006.0,2.57,Mist,mist,2025-04-28T22:29:48.205903+00:00
Chennai,IN,2024-07-05,29.13,88.0,1005.0,3.09,Mist,mist,2025-04-28T22:29:49.656063+00:00
Chennai,IN,2024-07-06,26.1,96.0,1004.0,2.06,Drizzle,light intensity drizzle,2025-04-28T22:29:51.093438+00:00
Chennai,IN,2024-07-07,27.85,86.0,1004.0,2.68,Clouds,overcast clouds,2025-04-28T22:29:52.535494+00:00
Chennai,IN,2024-07-08,26.75,91.0,1004.0,2.06,Mist,mist,2025-04-28T22:29:53.927025+00:00
Chennai,IN,2024-07-09,27.46,86.0,1004.0,1.34,Rain,heavy intensity rain,2025-04-28T22:29:55.393576+00:00
Chennai,IN,2024-07-10,28.02,87.0,1006.0,3.09,Mist,mist,2025-04-28T22:29:56.830786+00:00
Chennai,IN,2024-07-11,25.61,94.0,1008.0,3.13,Drizzle,light intensity drizzle,2025-04-28T22:29:58.286321+00:00
Chennai,IN,2024-07-12,27.86,92.0,1004.0,4.12,Mist,mist,2025-04-28T22:29:59.709208+00:00
Chennai,IN,2024-07-13,25.74,97.0,1004.0,2.57,Drizzle,light intensity drizzle,2025-04-28T22:30:01.171620+00:00
Chennai,IN,2024-07-14,26.61,87.0,1003.0,2.06,Mist,mist,2025-04-28T22:30:02.708948+00:00
Chennai,IN,2024-07-15,26.69,86.0,1002.0,4.12,Mist,mist,2025-04-28T22:30:04.136227+00:00
Chennai,IN,2024-07-16,27.05,85.0,1002.0,5.14,Mist,mist,2025-04-28T22:30:05.819913+00:00
Chennai,IN,2024-07-17,27.34,85.0,1003.0,5.14,Mist,mist,2025-04-28T22:30:07.087937+00:00
Chennai,IN,2024-07-18,28.32,79.0,1004.0,5.81,Mist,mist,2025-04-28T22:30:08.540208+00:00
Chennai,IN,2024-07-19,27.01,81.0,1003.0,4.63,Mist,mist,2025-04-28T22:30:09.965989+00:00
Chennai,IN,2024-07-20,27.76,78.0,1003.0,3.6,Mist,mist,2025-04-28T22:30:11.580911+00:00
Chennai,IN,2024-07-21,28.65,75.0,1004.0,3.09,Clouds,scattered clouds,2025-04-28T22:30:12.880794+00:00
Chennai,IN,2024-07-22,28.91,73.0,1006.0,4.63,Haze,haze,2025-04-28T22:30:14.256468+00:00
Chennai,IN,2024-07-23,28.79,72.0,1007.0,4.12,Clouds,scattered clouds,2025-04-28T22:30:15.580510+00:00
Chennai,IN,2024-07-24,27.92,79.0,1006.0,5.14,Mist,mist,2025-04-28T22:30:17.005151+00:00
Chennai,IN,2024-07-25,29.45,73.0,1003.0,4.63,Haze,haze,2025-04-28T22:30:18.330822+00:00
Chennai,IN,2024-07-26,28.79,77.0,1003.0,5.14,Clouds,broken clouds,2025-04-28T22:30:19.689478+00:00
Chennai,IN,2024-07-27,29.33,73.0,1003.0,4.12,Clouds,broken clouds,2025-04-28T22:30:21.124442+00:00
Chennai,IN,2024-07-28,29.26,63.0,1003.0,4.63,Clouds,broken clouds,2025-04-28T22:30:22.618068+00:00
Chennai,IN,2024-07-29,28.98,68.0,1001.0,4.63,Haze,haze,2025-04-28T22:30:24.062848+00:00
Chennai,IN,2024-07-30,29.31,81.0,1003.0,1.54,Mist,mist,2025-04-28T22:30:25.471628+00:00
Chennai,IN,2024-07-31,29.98,68.0,1006.0,4.12,Haze,haze,2025-04-28T22:30:26.774136+00:00
Chennai,IN,2024-08-01,29.44,73.0,1006.0,3.09,Mist,mist,2025-04-28T22:30:28.188414+00:00
Chennai,IN,2024-08-02,29.37,75.0,1006.0,2.57,Mist,mist,2025-04-28T22:30:29.620931+00:00
Chennai,IN,2024-08-03,28.48,80.0,1007.0,2.57,Clouds,broken clouds,2025-04-28T22:30:31.072328+00:00
Chennai,IN,2024-08-04,27.17,89.0,1007.0,4.12,Mist,mist,2025-04-28T22:30:32.471247+00:00
Chennai,IN,2024-08-05,24.77,96.0,1007.0,3.6,Rain,moderate rain,2025-04-28T22:30:33.754988+00:00
Chennai,IN,2024-08-06,26.71,88.0,1006.0,3.09,Mist,mist,2025-04-28T22:30:35.254784+00:00
Chennai,IN,2024-08-07,25.16,96.0,1006.0,3.09,Mist,mist,2025-04-28T22:30:36.688373+00:00
Chennai,IN,2024-08-08,25.22,93.0,1007.0,3.6,Clouds,broken clouds,2025-04-28T22:30:38.140296+00:00
Chennai,IN,2024-08-09,25.79,92.0,1007.0,7.72,Drizzle,light intensity drizzle,2025-04-28T22:30:39.559775+00:00
Chennai,IN,2024-08-10,26.71,89.0,1007.0,4.12,Mist,mist,2025-04-28T22:30:40.987803+00:00
Chennai,IN,2024-08-11,26.69,85.0,1006.0,6.71,Mist,mist,2025-04-28T22:30:42.321944+00:00
Chennai,IN,2024-08-12,25.55,90.0,1005.0,4.12,Thunderstorm,thunderstorm,2025-04-28T22:30:43.854523+00:00
Chennai,IN,2024-08-13,28.83,91.0,1005.0,1.54,Mist,mist,2025-04-28T22:30:45.487847+00:00
Chennai,IN,2024-08-14,28.87,90.0,1005.0,1.54,Clouds,broken clouds,2025-04-28T22:30:46.821161+00:00
Chennai,IN,2024-08-15,28.22,90.0,1005.0,1.79,Mist,mist,2025-04-28T22:30:48.155064+00:00
Chennai,IN,2024-08-16,28.7,90.0,1004.0,4.12,Mist,mist,2025-04-28T22:30:49.654901+00:00
Chennai,IN,2024-08-17,28.87,89.0,1004.0,2.57,Clouds,scattered clouds,2025-04-28T22:30:51.263367+00:00
Chennai,IN,2024-08-18,28.92,90.0,1005.0,2.06,Clouds,scattered clouds,2025-04-28T22:30:52.537671+00:00
Chennai,IN,2024-08-19,29.27,89.0,1005.0,3.6,Mist,mist,2025-04-28T22:30:53.983269+00:00
Chennai,IN,2024-08-20,27.77,83.0,1004.0,3.6,Mist,mist,2025-04-28T22:30:55.230397+00:00
Chennai,IN,2024-08-21,28.39,86.0,1007.0,3.6,Mist,mist,2025-04-28T22:30:56.687194+00:00
Chennai,IN,2024-08-22,27.76,83.0,1007.0,3.09,Clouds,scattered clouds,2025-04-28T22:30:58.029971+00:00
Chennai,IN,2024-08-23,28.25,87.0,1007.0,4.63,Mist,mist,2025-04-28T22:30:59.421907+00:00
Chennai,IN,2024-08-24,28.34,84.0,1008.0,5.14,Mist,mist,2025-04-28T22:31:00.853986+00:00
Chennai,IN,2024-08-25,28.99,75.0,1008.0,2.24,Mist,mist,2025-04-28T22:31:02.087183+00:00
Chennai,IN,2024-08-26,29.17,69.0,1006.0,3.58,Haze,haze,2025-04-28T22:31:03.287239+00:00
Chennai,IN,2024-08-27,29.13,78.0,1007.0,2.06,Clouds,scattered clouds,2025-04-28T22:31:04.698773+00:00
Chennai,IN,2024-08-28,26.75,89.0,1009.0,1.34,Rain,heavy intensity rain,2025-04-28T22:31:06.083542+00:00
Chennai,IN,2024-08-29,27.41,86.0,1007.0,2.57,Drizzle,light intensity drizzle,2025-04-28T22:31:07.421373+00:00
Chennai,IN,2024-08-30,27.42,82.0,1006.0,4.63,Mist,mist,2025-04-28T22:31:08.996639+00:00
Chennai,IN,2024-08-31,25.02,92.0,1006.0,3.6,Mist,mist,2025-04-28T22:31:10.420296+00:00
Chennai,IN,2024-09-01,28.32,77.0,1004.0,4.63,Clouds,scattered clouds,2025-04-28T22:31:11.787949+00:00
Chennai,IN,2024-09-02,27.14,83.0,1005.0,3.09,Mist,mist,2025-04-28T22:31:13.137679+00:00
Chennai,IN,2024-09-03,26.98,92.0,1005.0,1.03,Mist,mist,2025-04-28T22:31:14.536935+00:00
Chennai,IN,2024-09-04,26.52,92.0,1006.0,1.54,Mist,mist,2025-04-28T22:31:16.053569+00:00
Chennai,IN,2024-09-05,28.3,88.0,1005.0,2.57,Mist,mist,2025-04-28T22:31:17.337189+00:00
Chennai,IN,2024-09-06,26.49,93.0,1005.0,0.89,Drizzle,light intensity drizzle,2025-04-28T22:31:18.779301+00:00
Chennai,IN,2024-09-07,26.37,89.0,1005.0,2.57,Mist,mist,2025-04-28T22:31:20.220930+00:00
Chennai,IN,2024-09-08,27.43,83.0,1006.0,2.57,Mist,mist,2025-04-28T22:31:21.428711+00:00
Chennai,IN,2024-09-09,28.32,80.0,1005.0,3.6,Mist,mist,2025-04-28T22:31:22.740069+00:00
Chennai,IN,2024-09-10,28.2,77.0,1004.0,5.81,Mist,mist,2025-04-28T22:31:24.049190+00:00
Chennai,IN,2024-09-11,29.01,71.0,1006.0,5.66,Haze,haze,2025-04-28T22:31:25.663310+00:00
Chennai,IN,2024-09-12,28.53,75.0,1007.0,4.12,Mist,mist,2025-04-28T22:31:27.055697+00:00
Chennai,IN,2024-09-13,28.87,88.0,1007.0,0.89,Clouds,overcast clouds,2025-04-28T22:31:28.503259+00:00
Chennai,IN,2024-09-14,28.87,88.0,1006.0,3.09,Clouds,scattered clouds,2025-04-28T22:31:29.936661+00:00
Chennai,IN,2024-09-15,28.64,91.0,1006.0,3.09,Mist,mist,2025-04-28T22:31:31.386182+00:00
Chennai,IN,2024-09-16,29.24,68.0,1006.0,4.12,Haze,haze,2025-04-28T22:31:34.540148+00:00
Chennai,IN,2024-09-17,29.3,85.0,1007.0,4.12,Mist,mist,2025-04-28T22:31:35.828901+00:00
Chennai,IN,2024-09-18,29.34,82.0,1005.0,2.57,Mist,mist,2025-04-28T22:31:37.180430+00:00
Chennai,IN,2024-09-19,28.53,80.0,1005.0,2.06,Mist,mist,2025-04-28T22:31:43.923687+00:00
Chennai,IN,2024-09-20,28.54,83.0,1005.0,3.09,Mist,mist,2025-04-28T22:31:45.337274+00:00
Chennai,IN,2024-09-21,25.79,95.0,1005.0,1.54,Thunderstorm,thunderstorm,2025-04-28T22:31:46.783885+00:00
Chennai,IN,2024-09-22,27.45,83.0,1005.0,4.12,Mist,mist,2025-04-28T22:31:48.215438+00:00
Chennai,IN,2024-09-23,27.95,83.0,1004.0,3.09,Mist,mist,2025-04-28T22:31:49.618519+00:00
Chennai,IN,2024-09-24,25.34,96.0,1004.0,2.57,Mist,mist,2025-04-28T22:31:51.101842+00:00
Chennai,IN,2024-09-25,27.13,90.0,1003.0,2.06,Clouds,scattered clouds,2025-04-28T22:31:52.398629+00:00
Chennai,IN,2024-09-26,25.8,97.0,1004.0,1.54,Rain,moderate rain,2025-04-28T22:31:53.789709+00:00
Chennai,IN,2024-09-27,27.58,92.0,1006.0,2.57,Mist,mist,2025-04-28T22:31:55.186441+00:00
Chennai,IN,2024-09-28,27.02,90.0,1008.0,2.06,Mist,mist,2025-04-28T22:31:56.601797+00:00
Chennai,IN,2024-09-29,27.64,92.0,1010.0,0.89,Clouds,scattered clouds,2025-04-28T22:31:57.924822+00:00
Chennai,IN,2024-09-30,27.65,91.0,1010.0,2.24,Clouds,scattered clouds,2025-04-28T22:31:59.428902+00:00
Chennai,IN,2024-10-01,27.25,90.0,1008.0,1.54,Clouds,scattered clouds,2025-04-28T22:32:00.636121+00:00
Chennai,IN,2024-10-02,27.64,91.0,1008.0,3.6,Clouds,scattered clouds,2025-04-28T22:32:01.868971+00:00
Chennai,IN,2024-10-03,27.53,79.0,1007.0,5.14,Clouds,scattered clouds,2025-04-28T22:32:03.102064+00:00
Chennai,IN,2024-10-04,27.22,86.0,1007.0,4.02,Mist,mist,2025-04-28T22:32:04.436678+00:00
Chennai,IN,2024-10-05,26.81,86.0,1008.0,4.12,Mist,mist,2025-04-28T22:32:05.687663+00:00
Chennai,IN,2024-10-06,28.13,82.0,1008.0,1.03,Mist,mist,2025-04-28T22:32:06.935893+00:00
Chennai,IN,2024-10-07,27.37,80.0,1009.0,1.67,Clouds,broken clouds,2025-04-28T22:32:08.286500+00:00
Chennai,IN,2024-10-08,26.79,93.0,1010.0,1.03,Mist,mist,2025-04-28T22:32:09.618168+00:00
Chennai,IN,2024-10-09,27.1,93.0,1009.0,1.54,Drizzle,light intensity drizzle,2025-04-28T22:32:10.986811+00:00
Chennai,IN,2024-10-10,25.04,95.0,1008.0,2.06,Clouds,broken clouds,2025-04-28T22:32:12.302262+00:00
Chennai,IN,2024-10-11,26.5,92.0,1007.0,1.34,Mist,mist,2025-04-28T22:32:13.786064+00:00
Chennai,IN,2024-10-12,26.48,92.0,1009.0,2.06,Drizzle,light intensity drizzle,2025-04-28T22:32:15.251966+00:00
Chennai,IN,2024-10-13,27.12,92.0,1009.0,2.57,Clouds,scattered clouds,2025-04-28T22:32:16.635580+00:00
Chennai,IN,2024-10-14,25.0,96.0,1008.0,2.68,Rain,heavy intensity rain,2025-04-28T22:32:17.940849+00:00
Chennai,IN,2024-10-15,25.39,97.0,1007.0,2.57,Drizzle,light intensity drizzle,2025-04-28T22:32:19.201888+00:00
Chennai,IN,2024-10-16,24.06,97.0,1007.0,2.68,Clouds,overcast clouds,2025-04-28T22:32:20.666711+00:00
Chennai,IN,2024-10-17,24.7,97.0,1007.0,1.03,Mist,mist,2025-04-28T22:32:22.131412+00:00
Chennai,IN,2024-10-18,27.23,93.0,1007.0,0.51,Mist,mist,2025-04-28T22:32:23.701513+00:00
Chennai,IN,2024-10-19,25.29,95.0,1009.0,1.34,Drizzle,light intensity drizzle,2025-04-28T22:32:25.135374+00:00
Chennai,IN,2024-10-20,26.25,96.0,1010.0,2.57,Clouds,broken clouds,2025-04-28T22:32:26.586001+00:00
Chennai,IN,2024-10-21,27.31,94.0,1010.0,1.79,Clouds,scattered clouds,2025-04-28T22:32:28.018378+00:00
Chennai,IN,2024-10-22,27.52,91.0,1010.0,1.34,Mist,mist,2025-04-28T22:32:29.451699+00:00
Chennai,IN,2024-10-23,26.82,93.0,1010.0,3.58,Mist,mist,2025-04-28T22:32:30.734661+00:00
Chennai,IN,2024-10-24,27.77,88.0,1009.0,3.58,Mist,mist,2025-04-28T22:32:32.034881+00:00
Chennai,IN,2024-10-25,27.0,89.0,1009.0,4.12,Mist,mist,2025-04-28T22:32:33.385262+00:00
Chennai,IN,2024-10-26,26.87,90.0,1008.0,2.68,Mist,mist,2025-04-28T22:32:34.778645+00:00
Chennai,IN,2024-10-27,27.07,88.0,1008.0,2.68,Mist,mist,2025-04-28T22:32:36.118104+00:00
Chennai,IN,2024-10-28,27.77,87.0,1007.0,1.54,Mist,mist,2025-04-28T22:32:37.495149+00:00
Chennai,IN,2024-10-29,28.4,92.0,1008.0,2.57,Mist,mist,2025-04-28T22:32:38.819681+00:00
Chennai,IN,2024-10-30,27.62,88.0,1008.0,1.54,Mist,mist,2025-04-28T22:32:40.217842+00:00
Chennai,IN,2024-10-31,26.11,95.0,1010.0,1.03,Mist,mist,2025-04-28T22:32:41.817567+00:00
Chennai,IN,2024-11-01,26.51,93.0,1011.0,1.54,Smoke,smoke,2025-04-28T22:32:43.187251+00:00
Chennai,IN,2024-11-02,26.59,95.0,1011.0,2.33,Clear,clear sky,2025-04-28T22:32:44.660600+00:00
Chennai,IN,2024-11-03,26.85,92.0,1011.0,1.34,Mist,mist,2025-04-28T22:32:46.125377+00:00
Chennai,IN,2024-11-04,26.37,89.0,1011.0,1.34,Mist,mist,2025-04-28T22:32:47.576562+00:00
Chennai,IN,2024-11-05,26.36,90.0,1011.0,1.03,Mist,mist,2025-04-28T22:32:49.017221+00:00
Chennai,IN,2024-11-06,26.37,83.0,1011.0,2.57,Mist,mist,2025-04-28T22:32:50.458478+00:00
Chennai,IN,2024-11-07,24.76,96.0,1010.0,2.57,Mist,mist,2025-04-28T22:32:51.900234+00:00
Chennai,IN,2024-11-08,25.54,95.0,1010.0,1.03,Mist,mist,2025-04-28T22:32:53.484356+00:00
Chennai,IN,2024-11-09,25.96,93.0,1010.0,1.79,Mist,mist,2025-04-28T22:32:54.889717+00:00
Chennai,IN,2024-11-10,25.82,92.0,1011.0,1.54,Mist,mist,2025-04-28T22:32:56.384209+00:00
Chennai,IN,2024-11-11,26.38,88.0,1010.0,2.06,Mist,mist,2025-04-28T22:32:57.784961+00:00
Chennai,IN,2024-11-12,24.99,97.0,1009.0,2.68,Rain,heavy intensity rain,2025-04-28T22:32:59.226472+00:00
Chennai,IN,2024-11-13,24.95,95.0,1008.0,1.54,Drizzle,light intensity drizzle,2025-04-28T22:33:00.517614+00:00
Chennai,IN,2024-11-14,25.79,96.0,1010.0,2.57,Mist,mist,2025-04-28T22:33:01.976251+00:00
Chennai,IN,2024-11-15,25.28,96.0,1011.0,1.54,Mist,mist,2025-04-28T22:33:03.384686+00:00
Chennai,IN,2024-11-16,25.72,96.0,1010.0,1.03,Mist,mist,2025-04-28T22:33:04.850424+00:00
Chennai,IN,2024-11-17,26.3,90.0,1010.0,1.54,Mist,mist,2025-04-28T22:33:06.185066+00:00
Chennai,IN,2024-11-18,26.8,86.0,1010.0,4.02,Mist,mist,2025-04-28T22:33:07.583828+00:00
Chennai,IN,2024-11-19,25.61,88.0,1012.0,1.34,Mist,mist,2025-04-28T22:33:09.017197+00:00
Chennai,IN,2024-11-20,25.24,84.0,1011.0,1.79,Mist,mist,2025-04-28T22:33:10.450488+00:00
Chennai,IN,2024-11-21,25.44,81.0,1011.0,2.24,Mist,mist,2025-04-28T22:33:11.875817+00:00
Chennai,IN,2024-11-22,24.24,87.0,1011.0,1.54,Mist,mist,2025-04-28T22:33:13.333724+00:00
Chennai,IN,2024-11-23,24.86,85.0,1012.0,2.68,Mist,mist,2025-04-28T22:33:14.567056+00:00
Chennai,IN,2024-11-24,25.53,90.0,1012.0,1.34,Mist,mist,2025-04-28T22:33:15.900646+00:00
Chennai,IN,2024-11-25,24.73,89.0,1011.0,2.06,Mist,mist,2025-04-28T22:33:17.150206+00:00
Chennai,IN,2024-11-26,25.47,94.0,1009.0,2.68,Mist,mist,2025-04-28T22:33:18.616532+00:00
Chennai,IN,2024-11-27,25.51,88.0,1008.0,3.58,Mist,mist,2025-04-28T22:33:20.012689+00:00
Chennai,IN,2024-11-28,24.39,83.0,1007.0,5.14,Mist,mist,2025-04-28T22:33:21.496640+00:00
Chennai,IN,2024-11-29,22.3,97.0,1006.0,5.14,Rain,moderate rain,2025-04-28T22:33:22.933176+00:00
Chennai,IN,2024-11-30,23.01,97.0,1000.0,3.13,Rain,heavy intensity rain,2025-04-28T22:33:24.375692+00:00
Chennai,IN,2024-12-01,25.87,93.0,1002.0,5.14,Clouds,broken clouds,2025-04-28T22:33:25.784144+00:00
Chennai,IN,2024-12-02,24.7,96.0,1004.0,0.89,Clouds,overcast clouds,2025-04-28T22:33:27.233370+00:00
Chennai,IN,2024-12-03,26.37,93.0,1008.0,3.09,Mist,mist,2025-04-28T22:33:28.499954+00:00
Chennai,IN,2024-12-04,25.97,95.0,1010.0,0.45,Clouds,overcast clouds,2025-04-28T22:33:29.932539+00:00
Chennai,IN,2024-12-05,25.6,95.0,1010.0,2.68,Mist,mist,2025-04-28T22:33:31.416515+00:00
Chennai,IN,2024-12-06,25.8,96.0,1011.0,1.54,Mist,mist,2025-04-28T22:33:32.849945+00:00
Chennai,IN,2024-12-07,25.87,95.0,1010.0,1.03,Mist,mist,2025-04-28T22:33:34.201557+00:00
Chennai,IN,2024-12-08,24.83,94.0,1011.0,1.54,Mist,mist,2025-04-28T22:33:35.449589+00:00
Chennai,IN,2024-12-09,25.68,92.0,1010.0,1.03,Mist,mist,2025-04-28T22:33:36.862447+00:00
Chennai,IN,2024-12-10,26.08,93.0,1010.0,1.54,Mist,mist,2025-04-28T22:33:38.300471+00:00
Chennai,IN,2024-12-11,26.12,92.0,1010.0,3.6,Mist,mist,2025-04-28T22:33:39.716284+00:00
Chennai,IN,2024-12-12,24.38,97.0,1009.0,3.09,Drizzle,light intensity drizzle,2025-04-28T22:33:41.032867+00:00
Chennai,IN,2024-12-13,25.72,91.0,1011.0,3.13,Mist,mist,2025-04-28T22:33:42.449461+00:00
Chennai,IN,2024-12-14,23.39,93.0,1012.0,1.54,Mist,mist,2025-04-28T22:33:44.049532+00:00
